sku,product type,price,availability,number of products sold,revenue generated,customer demographics,stock levels,order date,lead times,order quantities,shipping date,shipping times,shipping carriers,shipping costs,supplier name,location,lead time,production volumes,manufacturing lead time,manufacturing costs,inspection results,defect rates,transportation modes,routes,costs
SKU1736,cosmetics,91.8574742,10,445,40876.57602,Female,40,27-01-2019,28,87,08-02-2019,8,Carrier C,5.748321816,Supplier 1,Delhi,4,372,1,56.67227983,Pass,0.553540361,Sea,Route C,556.1268748
SKU1737,cosmetics,70.01849013,61,606,42431.20502,Non-binary,8,27-12-2018,15,94,07-01-2019,9,Carrier C,4.488908342,Supplier 5,Chennai,2,243,23,22.5684937,Fail,3.717274668,Sea,Route A,384.0585099
SKU1738,cosmetics,72.02144226,82,157,11307.36643,Female,3,23-04-2020,8,14,14-05-2020,7,Carrier C,3.449366011,Supplier 4,Mumbai,14,761,11,11.28161707,Pending,2.850584184,Sea,Route B,527.649411
SKU1739,skincare,59.3072611,66,521,30899.08303,Non-binary,93,03-12-2019,1,29,17-12-2019,3,Carrier B,8.940266556,Supplier 4,Kolkata,11,873,6,83.98013932,Pending,1.494700348,Air,Route A,202.845423
SKU1740,cosmetics,75.15035561,87,127,9544.095162,Female,43,16-12-2017,15,83,31-12-2017,9,Carrier C,3.774245431,Supplier 1,Chennai,6,436,14,49.28742849,Fail,0.11192732,Air,Route C,662.2968144
SKU1741,cosmetics,53.465941,39,917,49028.26789,Female,22,05-01-2020,21,75,17-01-2020,6,Carrier C,7.574505627,Supplier 2,Delhi,6,819,15,22.09913873,Fail,3.167855417,Rail,Route A,631.9999846
SKU1742,haircare,7.245252694,7,317,2296.745104,Male,53,09-11-2020,27,34,12-12-2020,7,Carrier B,9.153455278,Supplier 4,Kolkata,26,817,31,54.36027881,Pending,0.967936992,Road,Route C,830.8545143
SKU1743,haircare,5.920072882,47,948,5612.229092,Unknown,5,19-07-2016,4,54,18-08-2016,5,Carrier B,8.633387354,Supplier 5,Mumbai,25,858,18,75.76383801,Pending,4.047135414,Sea,Route C,352.8342278
SKU1744,haircare,31.88042433,13,621,19797.74351,Non-binary,26,10-12-2016,20,65,10-01-2017,3,Carrier B,4.205016353,Supplier 1,Kolkata,28,449,26,32.97121208,Pass,2.397622499,Road,Route B,755.2350486
SKU1745,skincare,13.00745128,52,322,4188.399311,Non-binary,61,07-02-2020,19,96,22-02-2020,7,Carrier B,7.841175431,Supplier 3,Bangalore,8,555,5,88.35000145,Pass,1.292524051,Rail,Route B,996.4972276
SKU1746,skincare,43.51366424,94,149,6483.535971,Female,16,28-07-2019,26,54,27-08-2019,4,Carrier C,8.188647698,Supplier 5,Bangalore,26,150,5,88.53586576,Fail,5.206486689,Road,Route A,635.6203776
SKU1747,cosmetics,83.46060348,22,90,7511.454314,Unknown,107,03-08-2020,24,7,04-09-2020,6,Carrier C,2.481028668,Supplier 5,Delhi,26,152,28,14.06552624,Pass,2.651811728,Rail,Route A,305.4704921
SKU1748,haircare,85.31380962,14,691,58951.84245,Male,87,05-04-2016,12,10,06-05-2016,5,Carrier A,5.072479634,Supplier 2,Delhi,26,891,7,27.51071811,Fail,4.504664691,Sea,Route B,315.0126529
SKU1749,cosmetics,15.2690078,90,640,9772.164991,Female,35,26-05-2018,25,77,23-06-2018,10,Carrier A,5.934839513,Supplier 2,Delhi,18,304,19,47.84557188,Fail,4.395947515,Rail,Route B,507.5579588
SKU1750,skincare,9.005312528,36,973,8762.169089,Female,28,26-04-2018,23,32,23-05-2018,3,Carrier B,2.0240911,Supplier 2,Delhi,24,680,17,44.21515495,Fail,3.428085593,Air,Route C,421.475744
SKU1751,cosmetics,47.51747723,70,706,33547.33892,Non-binary,61,31-10-2020,2,92,15-11-2020,5,Carrier B,9.8574186,Supplier 5,Mumbai,10,804,15,6.189749591,Pending,0.646627605,Air,Route B,372.9553339
SKU1752,cosmetics,88.79426764,42,384,34096.99877,Male,18,30-01-2018,24,64,16-02-2018,5,Carrier B,1.531339856,Supplier 4,Chennai,12,455,6,48.15067944,Fail,4.775288494,Road,Route A,865.471158
SKU1753,cosmetics,4.499569506,30,394,1772.830385,Unknown,90,01-02-2016,7,29,19-02-2016,7,Carrier A,2.83019206,Supplier 5,Kolkata,11,600,28,96.44356989,Pending,1.390234813,Rail,Route A,191.9967297
SKU1754,haircare,73.72899927,68,682,50283.1775,Unknown,8,22-08-2017,12,30,18-09-2017,9,Carrier B,8.264351744,Supplier 4,Mumbai,18,402,27,61.54228382,Pending,1.308934229,Air,Route A,841.8302106
SKU1755,haircare,68.77065118,90,105,7220.918374,Unknown,72,27-12-2020,16,71,31-12-2020,1,Carrier C,6.685713872,Supplier 4,Chennai,23,854,21,35.65408956,Fail,4.117108931,Air,Route A,810.0097738
SKU1756,cosmetics,83.71141009,83,128,10715.06049,Female,38,25-04-2017,18,80,09-05-2017,9,Carrier C,3.415435346,Supplier 1,Chennai,5,408,13,49.85080781,Fail,0.093857204,Air,Route C,722.7683454
SKU1757,skincare,88.97488485,92,911,81056.1201,Male,0,29-11-2018,13,54,20-12-2018,9,Carrier B,8.664562027,Supplier 1,Kolkata,12,919,22,18.24561851,Pending,0.417808683,Rail,Route A,528.3301457
SKU1758,cosmetics,70.93662175,88,16,1134.985948,Female,6,09-04-2020,20,65,15-04-2020,2,Carrier C,7.898247149,Supplier 5,Chennai,4,195,1,62.97456109,Fail,1.504148584,Road,Route B,860.5567068
SKU1759,haircare,26.30462638,80,861,22648.28331,Non-binary,95,30-04-2018,30,7,25-05-2018,8,Carrier B,4.348412615,Supplier 3,Chennai,17,884,24,74.69052583,Pending,3.650990489,Road,Route B,401.3362951
SKU1760,skincare,14.42466222,61,311,4486.06995,Non-binary,58,07-03-2019,19,99,23-03-2019,7,Carrier B,6.970352672,Supplier 3,Bangalore,9,616,5,83.28720125,Pass,1.159965332,Rail,Route B,965.6693782
SKU1761,skincare,37.51627236,97,460,17257.48528,Non-binary,2,10-04-2017,8,67,01-05-2017,7,Carrier B,2.293109049,Supplier 1,Bangalore,14,626,4,97.04673704,Pass,2.440180467,Sea,Route B,133.4653709
SKU1762,cosmetics,3.120678452,94,979,3055.144205,Unknown,86,04-07-2018,26,72,25-07-2018,9,Carrier B,7.567591682,Supplier 2,Delhi,12,900,17,55.17882919,Pass,1.480178044,Rail,Route B,847.2758153
SKU1763,skincare,92.78957821,31,562,52147.74296,Non-binary,63,29-06-2020,29,82,31-07-2020,5,Carrier B,1.869861681,Supplier 1,Kolkata,27,551,12,6.095982124,Pending,0.106539418,Air,Route B,958.3167888
SKU1764,skincare,97.83096499,74,864,84525.95375,Unknown,30,14-04-2018,14,45,26-04-2018,2,Carrier C,2.769075834,Supplier 3,Chennai,10,202,8,70.7799856,Fail,3.019825567,Sea,Route B,770.7551902
SKU1765,cosmetics,4.679401857,33,395,1848.363733,Unknown,74,11-04-2018,6,26,27-04-2018,7,Carrier A,2.787306471,Supplier 5,Kolkata,9,561,28,91.82159301,Pending,1.275634401,Rail,Route A,181.5246179
SKU1766,skincare,76.59454556,47,779,59667.15099,Unknown,94,24-10-2020,11,68,29-11-2020,4,Carrier C,6.349143793,Supplier 3,Kolkata,32,724,4,32.17872961,Pass,2.130315963,Road,Route A,806.6045621
SKU1767,skincare,26.03553087,56,697,18146.76502,Female,4,03-04-2017,15,22,07-05-2017,8,Carrier A,2.274273695,Supplier 5,Kolkata,26,884,29,43.10704781,Fail,3.777920187,Road,Route A,357.2591932
SKU1768,cosmetics,44.5599024,39,285,12699.57218,Male,91,12-09-2018,23,11,23-09-2018,8,Carrier B,4.187565445,Supplier 2,Mumbai,3,674,26,58.34589588,Pass,0.360692827,Rail,Route B,238.7306969
SKU1769,cosmetics,6.336780593,10,627,3973.161432,Female,80,17-12-2019,3,28,24-12-2019,6,Carrier A,8.448046604,Supplier 2,Bangalore,1,307,8,27.64556353,Pending,2.208125386,Road,Route A,436.649174
SKU1770,cosmetics,6.663286677,13,633,4217.860467,Female,76,28-06-2018,2,27,06-07-2018,6,Carrier A,10.02651395,Supplier 2,Bangalore,2,273,8,33.53551352,Pending,1.901004481,Road,Route A,387.1089753
SKU1771,cosmetics,67.77283519,58,616,41748.06648,Non-binary,7,01-10-2017,16,91,11-10-2017,9,Carrier C,4.651734251,Supplier 5,Chennai,1,223,22,25.48959895,Fail,3.616462263,Sea,Route A,387.9340139
SKU1772,skincare,91.46778207,93,970,88723.74861,Female,50,24-03-2019,24,60,21-04-2019,1,Carrier A,4.618273206,Supplier 2,Kolkata,27,406,11,26.2338029,Pending,0.02241911,Air,Route A,124.5971189
SKU1773,cosmetics,43.85735762,44,268,11753.77184,Male,94,01-03-2016,26,7,11-03-2016,8,Carrier B,4.391937136,Supplier 2,Mumbai,2,670,30,60.75350823,Pass,0.327933793,Rail,Route B,211.7273894
SKU1774,cosmetics,4.094845815,35,398,1629.748634,Unknown,74,10-04-2019,5,32,30-04-2019,7,Carrier A,3.16905919,Supplier 5,Kolkata,13,568,29,92.09812757,Pending,1.215664388,Rail,Route A,215.1021682
SKU1775,haircare,39.68309673,23,629,24960.66785,Unknown,15,25-09-2018,8,48,21-10-2018,8,Carrier C,4.485941164,Supplier 2,Kolkata,18,362,15,25.90160121,Pending,2.064651516,Sea,Route A,619.2302162
SKU1776,skincare,16.65720578,18,385,6413.024227,Female,49,09-12-2016,27,70,14-01-2017,8,Carrier C,3.960179024,Supplier 4,Mumbai,28,887,21,91.87200338,Fail,3.064192799,Rail,Route A,414.3715934
SKU1777,cosmetics,99.19640851,7,124,12300.35465,Unknown,97,24-02-2018,2,28,25-03-2018,8,Carrier B,10.54938949,Supplier 1,Kolkata,21,382,8,51.11328549,Pending,1.855789219,Rail,Route B,470.2842025
SKU1778,skincare,13.16281081,57,321,4225.26227,Non-binary,71,03-08-2020,18,94,17-08-2020,7,Carrier B,7.385027472,Supplier 3,Bangalore,7,593,6,92.31297459,Pass,1.149744745,Rail,Route B,1084.49882
SKU1779,haircare,71.6180704,27,19,1360.743338,Non-binary,36,03-08-2020,18,4,13-08-2020,3,Carrier C,7.747303426,Supplier 2,Mumbai,7,98,18,23.41099609,Fail,1.787650447,Rail,Route B,762.0538695
SKU1780,haircare,48.44070122,26,115,5570.680641,Unknown,32,29-05-2019,22,33,20-06-2019,7,Carrier C,9.23611361,Supplier 4,Kolkata,15,487,15,81.01030103,Fail,4.123622987,Air,Route A,179.9498315
SKU1781,skincare,21.84500366,85,101,2206.34537,Non-binary,18,31-10-2017,21,83,28-11-2017,5,Carrier C,1.600182899,Supplier 1,Mumbai,23,849,27,12.911395,Pass,1.197173809,Air,Route B,792.8887152
SKU1782,haircare,29.39211267,55,881,25894.45126,Unknown,64,29-06-2016,1,62,01-08-2016,10,Carrier A,10.35535736,Supplier 4,Kolkata,23,777,28,48.69464816,Fail,2.43394667,Rail,Route C,219.7447057
SKU1783,haircare,80.65680438,13,706,56943.70389,Male,87,06-10-2018,13,10,07-11-2018,5,Carrier A,4.746819129,Supplier 2,Delhi,27,888,8,32.57171535,Fail,4.812617967,Sea,Route B,298.9630595
SKU1784,skincare,19.9554097,31,167,3332.55342,Female,88,01-10-2019,30,39,04-11-2019,3,Carrier A,5.117176307,Supplier 2,Kolkata,31,780,6,8.181596337,Fail,1.465747474,Air,Route B,599.8723066
SKU1785,skincare,47.1901392,25,164,7739.182829,Male,14,09-12-2018,15,41,04-01-2019,4,Carrier B,2.840784905,Supplier 3,Chennai,22,411,5,59.08200784,Pending,2.886867181,Rail,Route C,563.9124493
SKU1786,haircare,28.84763422,74,856,24693.57489,Non-binary,102,05-09-2020,30,11,02-10-2020,8,Carrier B,3.857695701,Supplier 3,Chennai,19,915,26,78.20204399,Pending,3.355634142,Road,Route B,385.0765484
SKU1787,skincare,17.05806241,18,334,5697.392844,Unknown,48,05-01-2019,21,75,11-01-2019,1,Carrier A,4.870915851,Supplier 2,Mumbai,5,955,29,4.726730056,Pending,4.068448538,Road,Route C,581.7234727
SKU1788,haircare,50.31817165,64,230,11573.17948,Unknown,0,04-10-2019,19,47,26-10-2019,1,Carrier B,9.045629297,Supplier 2,Delhi,21,538,24,63.19576256,Pending,2.560205751,Rail,Route A,475.7980001
SKU1789,skincare,20.58587432,48,912,18774.31738,Female,53,07-03-2019,3,26,12-04-2019,7,Carrier B,1.507218371,Supplier 5,Chennai,29,598,10,5.201985227,Pending,3.103370446,Rail,Route A,864.0661118
SKU1790,cosmetics,60.51989482,87,918,55557.26345,Male,94,31-07-2016,20,88,11-08-2016,7,Carrier B,7.385181475,Supplier 4,Delhi,4,231,27,36.13233107,Pending,0.593599091,Rail,Route B,979.983351
SKU1791,cosmetics,68.3615996,64,626,42794.36135,Non-binary,0,28-05-2019,18,91,07-06-2019,9,Carrier C,4.43841362,Supplier 5,Chennai,1,248,20,23.31122723,Fail,3.84835574,Sea,Route A,374.1224245
SKU1792,cosmetics,55.33007958,76,713,39450.34674,Non-binary,59,11-05-2019,1,87,28-05-2019,5,Carrier B,8.822921796,Supplier 5,Mumbai,12,835,15,5.579027915,Pending,0.639236771,Air,Route B,368.9239381
SKU1793,skincare,101.4007283,28,101,10241.47355,Non-binary,23,05-07-2018,19,51,08-08-2018,10,Carrier C,2.718809342,Supplier 1,Chennai,24,730,11,43.7511812,Pass,2.134372771,Air,Route C,907.9897703
SKU1794,skincare,28.78718214,95,243,6995.285261,Male,104,06-06-2019,23,57,10-06-2019,3,Carrier B,1,Supplier 1,Delhi,1,667,14,91.3579886,Pending,1.48415655,Air,Route B,799.239653
SKU1795,skincare,108.2427328,36,552,59749.98849,Female,60,23-02-2017,21,35,22-03-2017,8,Carrier B,5.851674837,Supplier 4,Chennai,19,893,7,101.7238453,Fail,0.048263726,Sea,Route A,257.5048131
SKU1796,haircare,84.31136405,94,625,52694.60253,Unknown,80,03-07-2020,27,84,04-08-2020,10,Carrier A,7.819084221,Supplier 5,Chennai,22,599,22,34.71410549,Pass,5.191860787,Air,Route B,432.7190481
SKU1797,cosmetics,4.277138008,35,384,1642.420995,Unknown,83,07-06-2017,7,28,25-06-2017,7,Carrier A,3.092082143,Supplier 5,Kolkata,11,565,31,91.19688537,Pending,1.428462088,Rail,Route A,180.9522022
SKU1798,cosmetics,71.39431495,78,160,11423.09039,Female,12,01-09-2020,12,20,19-09-2020,7,Carrier C,3.66713185,Supplier 4,Mumbai,11,719,10,12.34114022,Pending,2.673817229,Sea,Route B,488.7475629
SKU1799,cosmetics,4.521455457,31,400,1808.582183,Unknown,93,07-01-2019,7,28,24-01-2019,7,Carrier A,2.97074225,Supplier 5,Kolkata,10,597,29,103.4003668,Pending,1.387123893,Rail,Route A,212.754122
SKU1800,skincare,38.69688663,94,610,23605.10084,Unknown,0,27-11-2018,25,23,06-12-2018,7,Carrier A,1,Supplier 1,Chennai,2,461,11,10.21577265,Pass,0.628299978,Road,Route B,480.4984915
SKU1801,haircare,3.249092463,59,895,2907.937754,Female,32,03-01-2017,7,4,10-01-2017,5,Carrier A,5.678807166,Supplier 4,Delhi,2,878,9,85.31547742,Fail,0.390439941,Rail,Route A,366.5171842
SKU1802,haircare,31.46730424,0,30,944.0191273,Male,92,19-03-2017,8,57,18-04-2017,6,Carrier B,5.3617122,Supplier 2,Chennai,24,800,28,66.42317277,Pass,3.412292533,Rail,Route A,464.5631858
SKU1803,haircare,7.651598551,13,321,2456.163135,Male,66,01-05-2017,28,38,05-06-2017,7,Carrier B,8.14803897,Supplier 4,Kolkata,28,797,32,46.92416735,Pending,0.922422173,Road,Route C,869.0508464
SKU1804,skincare,19.85468923,19,231,4586.433212,Unknown,41,19-11-2016,13,17,01-12-2016,6,Carrier B,1.465855768,Supplier 1,Mumbai,6,606,18,68.08301269,Pass,1.966287331,Rail,Route A,285.402477
SKU1805,haircare,95.76458374,14,350,33517.60431,Male,64,14-03-2018,14,49,15-04-2018,4,Carrier B,6.505192416,Supplier 2,Bangalore,28,156,1,15.63940693,Pass,1.993437535,Rail,Route A,652.9742696
SKU1806,cosmetics,60.81279712,0,258,15689.70166,Female,43,14-02-2016,4,69,07-03-2016,7,Carrier B,8.304136422,Supplier 1,Kolkata,15,364,8,37.70734519,Pass,3.900641211,Road,Route B,755.7456991
SKU1807,skincare,98.14350661,30,572,56138.08578,Non-binary,45,27-03-2017,29,76,24-04-2017,5,Carrier B,1.866542139,Supplier 1,Kolkata,23,512,14,5.932030621,Pending,0.099607704,Air,Route B,871.7676541
SKU1808,skincare,96.56945243,13,125,12071.18155,Female,68,02-08-2019,28,75,27-08-2019,6,Carrier C,4.459432786,Supplier 1,Delhi,19,348,3,8.179670087,Fail,0.167730629,Air,Route C,758.6466401
SKU1809,skincare,5.157525455,31,867,4471.574569,Non-binary,10,10-11-2017,1,61,24-11-2017,8,Carrier A,3.540190479,Supplier 1,Delhi,6,420,4,91.26392672,Fail,2.919244664,Air,Route A,995.5121797
SKU1810,skincare,91.32109483,80,877,80088.60016,Unknown,46,24-07-2017,12,45,04-08-2017,2,Carrier C,2.817796998,Supplier 3,Chennai,9,200,2,78.59699237,Fail,2.925022957,Sea,Route B,799.399662
SKU1811,haircare,67.33249114,82,653,43968.11671,Unknown,59,12-02-2019,22,10,11-03-2019,8,Carrier B,5.006175028,Supplier 1,Bangalore,19,424,8,107.0484686,Fail,0.698301753,Road,Route A,701.2677428
SKU1812,skincare,87.8426286,73,879,77213.67054,Unknown,44,10-05-2016,14,38,22-05-2016,2,Carrier C,3.075323539,Supplier 3,Chennai,10,212,2,71.89289202,Fail,2.912847421,Sea,Route B,729.7498567
SKU1813,skincare,60.45239891,66,89,5380.263503,Non-binary,26,18-06-2017,14,62,20-07-2017,6,Carrier C,1.78200803,Supplier 5,Kolkata,26,950,20,37.04125018,Fail,5.005774874,Rail,Route A,233.3809499
SKU1814,haircare,98.70853687,13,345,34054.44522,Male,50,16-05-2020,17,43,15-06-2020,4,Carrier B,6.904149061,Supplier 2,Bangalore,26,146,2,14.86145207,Pass,1.989649344,Rail,Route A,655.280439
SKU1815,cosmetics,5.999817503,11,639,3833.883385,Female,79,31-03-2016,1,31,08-04-2016,6,Carrier A,9.547213244,Supplier 2,Bangalore,2,288,12,31.99338748,Pending,1.90783822,Road,Route A,385.480949
SKU1816,skincare,15.41378631,10,340,5240.687345,Unknown,40,26-07-2017,19,77,01-08-2017,1,Carrier A,4.393919106,Supplier 2,Mumbai,5,982,26,4.720108647,Pending,3.852716217,Road,Route C,539.3058783
SKU1817,skincare,20.12685414,30,179,3602.706891,Female,84,09-11-2020,30,29,12-12-2020,3,Carrier A,5.829089745,Supplier 2,Kolkata,30,755,4,9.836374642,Fail,1.309406175,Air,Route B,662.4417163
SKU1818,haircare,56.86606369,60,202,11486.94487,Non-binary,36,13-04-2016,23,18,17-04-2016,1,Carrier B,6.421964509,Supplier 3,Bangalore,3,254,15,61.33420288,Pending,0.150763398,Air,Route C,381.7864285
SKU1819,skincare,17.91777451,43,919,16466.43477,Female,46,13-04-2018,1,24,20-05-2018,7,Carrier B,1.347473697,Supplier 5,Chennai,30,590,11,5.235763591,Pending,2.950116339,Rail,Route A,946.6981645
SKU1820,haircare,37.09788302,69,132,4896.920558,Male,88,17-03-2018,9,48,06-04-2018,3,Carrier C,2.452435321,Supplier 4,Kolkata,17,923,24,78.99871323,Pending,3.806714469,Road,Route B,483.3828557
SKU1821,skincare,96.88954727,39,565,54742.5942,Female,68,25-10-2020,17,37,21-11-2020,8,Carrier B,5.418308435,Supplier 4,Chennai,19,876,6,94.6444446,Fail,0.047544527,Sea,Route A,288.9177732
SKU1822,haircare,71.13406946,22,234,16645.37225,Male,41,15-01-2018,1,24,18-02-2018,10,Carrier A,6.583590262,Supplier 2,Bangalore,24,1033,25,62.94432744,Pending,2.347420787,Rail,Route A,1082.32504
SKU1823,haircare,28.46911299,77,867,24682.72097,Non-binary,86,28-09-2017,31,9,25-10-2017,8,Carrier B,4.10080214,Supplier 3,Chennai,19,824,24,73.74565242,Pending,3.852737384,Road,Route B,403.4124811
SKU1824,cosmetics,2.920600825,100,989,2888.474216,Unknown,79,02-02-2017,27,67,22-02-2017,9,Carrier B,7.185877154,Supplier 2,Delhi,11,911,13,61.10599983,Pass,1.356804547,Rail,Route B,928.5833539
SKU1825,skincare,18.44614159,10,330,6087.226726,Unknown,40,31-05-2019,19,76,09-06-2019,1,Carrier A,4.435023077,Supplier 2,Mumbai,8,916,29,4.265254987,Pending,3.846544763,Road,Route C,598.5612554
SKU1826,cosmetics,63.88643432,77,154,9838.510885,Female,12,25-01-2020,12,11,16-02-2020,7,Carrier C,3.114932464,Supplier 4,Mumbai,15,728,7,12.54212401,Pending,2.80364489,Sea,Route B,486.1797489
SKU1827,haircare,7.315960729,12,337,2465.478766,Male,68,15-01-2017,26,31,16-02-2017,7,Carrier B,8.125460601,Supplier 4,Kolkata,25,804,30,56.13855213,Pending,1.041753645,Road,Route C,825.1063574
SKU1828,skincare,40.13257081,92,593,23798.61449,Unknown,2,21-09-2020,28,17,03-10-2020,7,Carrier A,1.066247704,Supplier 1,Chennai,5,478,12,11.47302747,Pass,0.657487935,Road,Route B,502.9242006
SKU1829,haircare,50.74281499,24,117,5936.909354,Unknown,35,01-06-2016,21,32,20-06-2016,7,Carrier C,8.218883128,Supplier 4,Kolkata,12,490,15,75.58585533,Fail,4.755577549,Air,Route A,154.285428
SKU1830,skincare,59.74960251,69,81,4839.717803,Non-binary,13,03-10-2016,15,64,03-11-2016,6,Carrier C,1.862360678,Supplier 5,Kolkata,25,984,19,38.77958703,Fail,4.395654003,Rail,Route A,253.0331605
SKU1831,skincare,36.24111708,96,602,21817.15248,Unknown,0,25-12-2020,27,18,31-12-2020,7,Carrier A,1.077903357,Supplier 1,Chennai,5,414,13,11.02780385,Pass,0.641464571,Road,Route B,481.1020531
SKU1832,cosmetics,62.80626989,3,245,15387.53612,Female,36,14-04-2018,3,69,06-05-2018,7,Carrier B,8.049062491,Supplier 1,Kolkata,15,346,6,36.96077183,Pass,3.567077279,Road,Route B,809.9904809
SKU1833,skincare,83.25696881,98,969,80676.00277,Female,37,22-09-2016,22,59,20-10-2016,1,Carrier A,4.542608436,Supplier 2,Kolkata,27,370,13,29.59859797,Pending,0.019892848,Air,Route A,119.1533597
SKU1834,skincare,14.70257726,56,330,4851.850495,Non-binary,75,31-12-2018,20,97,15-01-2019,7,Carrier B,7.775901112,Supplier 3,Bangalore,8,562,7,93.21871677,Pass,1.12238349,Rail,Route B,1088.204065
SKU1835,haircare,4.525877617,30,202,914.2272786,Male,4,26-03-2018,27,2,29-04-2018,8,Carrier C,9.682762434,Supplier 2,Bangalore,26,436,3,38.99261956,Pending,3.978005216,Air,Route A,734.7274406
SKU1836,haircare,8.058367348,7,318,2562.560817,Male,66,16-02-2019,26,33,24-03-2019,7,Carrier B,8.786068823,Supplier 4,Kolkata,29,790,27,55.3520522,Pending,1.000348224,Road,Route C,875.9434741
SKU1837,haircare,93.07468672,97,619,57613.23108,Unknown,82,16-09-2016,26,83,19-10-2016,10,Carrier A,7.616839698,Supplier 5,Chennai,23,605,21,31.19416556,Pass,5.117653208,Air,Route B,471.2767298
SKU1838,cosmetics,84.97106939,80,119,10111.55726,Female,54,10-04-2019,17,84,25-04-2019,9,Carrier C,3.820611118,Supplier 1,Chennai,6,475,15,45.87549462,Fail,0.108347002,Air,Route C,644.931453
SKU1839,cosmetics,3.196940274,94,989,3161.773931,Unknown,80,29-05-2020,26,76,17-06-2020,9,Carrier B,7.175090525,Supplier 2,Delhi,10,943,12,62.842378,Pass,1.485209288,Rail,Route B,810.4695529
SKU1840,cosmetics,26.37847082,25,319,8414.732191,Non-binary,68,20-08-2017,2,33,22-09-2017,3,Carrier C,5.673658926,Supplier 3,Mumbai,30,677,26,16.23943949,Pending,4.176686722,Road,Route A,175.3304904
SKU1841,haircare,73.33217974,50,793,58152.41854,Non-binary,49,29-06-2018,6,93,31-07-2018,4,Carrier B,2.702472184,Supplier 3,Mumbai,28,194,32,43.60301168,Pending,0.245919339,Road,Route B,173.5301155
SKU1842,haircare,66.56590103,53,810,53918.37983,Non-binary,50,04-09-2019,6,91,05-10-2019,4,Carrier B,2.73282844,Supplier 3,Mumbai,27,176,28,44.96555623,Pending,0.22019816,Road,Route B,197.1077362
SKU1843,cosmetics,14.75860253,92,631,9312.678195,Female,35,13-02-2018,21,85,15-03-2018,10,Carrier A,6.209477022,Supplier 2,Delhi,20,334,18,46.22022353,Fail,4.954200814,Rail,Route B,521.8009397
SKU1844,skincare,59.84703735,85,898,53742.63954,Non-binary,14,23-07-2019,3,39,19-08-2019,7,Carrier A,4.493321216,Supplier 3,Delhi,20,392,5,68.88794238,Fail,1.869428725,Road,Route B,117.264004
SKU1845,haircare,41.24840696,26,158,6517.2483,Non-binary,9,19-01-2020,9,58,30-01-2020,8,Carrier B,1.291060463,Supplier 2,Bangalore,3,384,15,101.1207599,Fail,1.907189438,Rail,Route A,285.3712058
SKU1846,cosmetics,2.759148865,100,980,2703.965888,Unknown,83,24-08-2018,24,68,12-09-2018,9,Carrier B,7.500681767,Supplier 2,Delhi,10,868,15,61.25088164,Pass,1.376647819,Rail,Route B,807.7786606
SKU1847,skincare,21.91016061,13,217,4754.504853,Unknown,42,06-02-2019,16,20,18-02-2019,6,Carrier B,1.446099507,Supplier 1,Mumbai,6,526,15,69.52070285,Pass,2.033554511,Rail,Route A,240.185811
SKU1848,cosmetics,2.208511684,15,395,872.3621153,Female,52,01-06-2019,14,28,16-06-2019,4,Carrier B,10.23638572,Supplier 1,Mumbai,11,189,4,62.95239693,Fail,0.803944354,Air,Route A,114.1016895
SKU1849,cosmetics,92.42226949,47,343,31700.83844,Unknown,50,11-08-2018,7,66,11-09-2018,8,Carrier C,7.438593199,Supplier 5,Mumbai,23,242,6,11.30294347,Fail,3.137441875,Sea,Route B,687.8187318
SKU1850,skincare,26.25527723,56,713,18720.01267,Female,8,21-02-2018,19,21,25-03-2018,8,Carrier A,2.113364785,Supplier 5,Kolkata,24,851,25,43.19284595,Fail,3.675631404,Road,Route A,399.9344144
SKU1851,skincare,90.79128707,23,558,50661.53819,Non-binary,52,21-04-2018,27,80,23-05-2018,5,Carrier B,1.96285359,Supplier 1,Kolkata,27,544,14,5.341237308,Pending,0.105970635,Air,Route B,995.3673973
SKU1852,skincare,94.51681515,19,316,29867.31359,Unknown,36,30-12-2020,11,72,31-12-2020,6,Carrier A,8.217051796,Supplier 1,Chennai,31,321,4,69.07897789,Pass,3.937944843,Air,Route B,536.9878326
SKU1853,skincare,19.10158408,89,102,1948.361577,Non-binary,25,03-10-2019,25,81,01-11-2019,5,Carrier C,1.911553216,Supplier 1,Mumbai,24,785,27,11.60191046,Pass,1.080640036,Air,Route B,864.0918462
SKU1854,skincare,27.75753927,50,714,19818.88304,Female,23,04-04-2020,15,18,06-05-2020,8,Carrier A,2.002168194,Supplier 5,Kolkata,24,858,27,40.83500229,Fail,3.333557284,Road,Route A,414.3044618
SKU1855,haircare,66.61271634,7,783,52157.7569,Unknown,49,03-12-2017,6,13,04-01-2018,5,Carrier B,3.69007944,Supplier 3,Delhi,27,725,1,19.72971178,Pending,2.735572297,Rail,Route B,280.8725712
SKU1856,skincare,19.75470825,24,175,3457.073943,Female,82,09-08-2019,27,36,13-09-2019,3,Carrier A,5.670343511,Supplier 2,Kolkata,32,810,9,9.634009551,Fail,1.484448684,Air,Route B,637.4268546
SKU1857,skincare,87.05793155,91,950,82705.03497,Female,44,05-03-2020,22,61,05-04-2020,1,Carrier A,4.851240573,Supplier 2,Kolkata,30,321,10,26.98838903,Pending,0.019753807,Air,Route A,131.7275785
